Info 0    [00:27:55.523] Starting TS Server
Info 13569[23:18:45.502] getCompletionsAtPosition: isCompletionListBlocker: 0.005657002329826355
Info 13570[23:18:45.505] getExportInfoMap: cache hit
Info 13571[23:18:45.528] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 13572[23:18:45.528] collectAutoImports: response is complete
Info 13573[23:18:45.528] collectAutoImports: 22.760128002613783
Info 13574[23:18:45.528] getCompletionData: Semantic work: 25.478547997772694
Info 13575[23:18:45.550] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.113162998110056
Info 13576[23:18:45.554] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13577[23:18:45.593] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 889 structureChanged: false structureIsReused:: Completely Elapsed: 39.03226100280881ms
Info 13578[23:18:45.593] Different program with same set of files
Info 13579[23:18:45.593] getCompletionData: Get current token: 0.017235998064279556
Info 13580[23:18:45.593] getCompletionData: Is inside comment: 0.0034870021045207977
Info 13581[23:18:45.593] getCompletionData: Get previous token: 0.06870100274682045
Info 13582[23:18:45.593] getCompletionsAtPosition: isCompletionListBlocker: 0.004701998084783554
Info 13583[23:18:45.594] getCompletionData: Semantic work: 0.7952920012176037
Info 13584[23:18:45.594] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03892200067639351
Info 13585[23:18:46.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13586[23:18:46.134] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 890 structureChanged: false structureIsReused:: Completely Elapsed: 61.73676599934697ms
Info 13587[23:18:46.134] Different program with same set of files
Info 13588[23:18:46.135] getCompletionData: Get current token: 0.016339000314474106
Info 13589[23:18:46.135] getCompletionData: Is inside comment: 0.0032160021364688873
Info 13590[23:18:46.135] getCompletionData: Get previous token: 0.06853299960494041
Info 13591[23:18:46.135] getCompletionsAtPosition: isCompletionListBlocker: 0.003950003534555435
Info 13592[23:18:46.136] getCompletionData: Semantic work: 0.728447001427412
Info 13593[23:18:46.136] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.03459399938583374
Info 13594[23:18:46.454] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13595[23:18:46.490] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 891 structureChanged: false structureIsReused:: Completely Elapsed: 35.55934900045395ms
Info 13596[23:18:46.490] Different program with same set of files
Info 13597[23:18:47.225] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13598[23:18:47.274] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 892 structureChanged: false structureIsReused:: Completely Elapsed: 49.74793899804354ms
Info 13599[23:18:47.274] Different program with same set of files
Info 13600[23:18:47.607] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13601[23:18:47.646] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 893 structureChanged: false structureIsReused:: Completely Elapsed: 38.58262399956584ms
Info 13602[23:18:47.646] Different program with same set of files
Info 13603[23:18:48.244] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13604[23:18:48.306] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 894 structureChanged: false structureIsReused:: Completely Elapsed: 61.73557799682021ms
Info 13605[23:18:48.306] Different program with same set of files
Info 13606[23:18:48.468] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13607[23:18:48.518] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 895 structureChanged: false structureIsReused:: Completely Elapsed: 49.97347699850798ms
Info 13608[23:18:48.518] Different program with same set of files
Info 13609[23:18:49.066] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13610[23:18:49.119] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 896 structureChanged: false structureIsReused:: Completely Elapsed: 53.00796100124717ms
Info 13611[23:18:49.119] Different program with same set of files
Info 13612[23:18:49.410] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13613[23:18:49.452] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 897 structureChanged: false structureIsReused:: Completely Elapsed: 41.45298499986529ms
Info 13614[23:18:49.452] Different program with same set of files
Info 13615[23:18:49.464] getCompletionData: Get current token: 0.01720600202679634
Info 13616[23:18:49.464] getCompletionData: Is inside comment: 0.003599002957344055
Info 13617[23:18:49.465] getCompletionData: Get previous token: 0.08379999920725822
Info 13618[23:18:49.465] getCompletionsAtPosition: isCompletionListBlocker: 0.005764998495578766
Info 13619[23:18:49.467] getExportInfoMap: cache hit
Info 13620[23:18:49.496] collectAutoImports: resolved 1 module specifiers, plus 0 ambient and 13 from cache
Info 13621[23:18:49.496] collectAutoImports: response is complete
Info 13622[23:18:49.496] collectAutoImports: 29.033695999532938
Info 13623[23:18:49.496] getCompletionData: Semantic work: 31.677358999848366
Info 13624[23:18:49.506] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.139565002173185
Info 13625[23:18:50.250] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13626[23:18:50.299] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 898 structureChanged: false structureIsReused:: Completely Elapsed: 48.682617999613285ms
Info 13627[23:18:50.299] Different program with same set of files
Info 13628[23:18:51.244] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13629[23:18:51.311] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 899 structureChanged: false structureIsReused:: Completely Elapsed: 67.47084499895573ms
Info 13630[23:18:51.312] Different program with same set of files
Info 13631[23:18:51.326] getCompletionData: Get current token: 0.03301500156521797
Info 13632[23:18:51.326] getCompletionData: Is inside comment: 0.008455000817775726
Info 13633[23:18:51.327] getCompletionData: Get previous token: 0.1704539991915226
Info 13634[23:18:51.327] getCompletionsAtPosition: isCompletionListBlocker: 0.005846001207828522
Info 13635[23:18:51.333] getExportInfoMap: cache hit
Info 13636[23:18:51.397] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 58 from cache
Info 13637[23:18:51.397] collectAutoImports: response is complete
Info 13638[23:18:51.397] collectAutoImports: 64.38690199702978
Info 13639[23:18:51.397] getCompletionData: Semantic work: 70.64329400286078
Info 13640[23:18:51.411] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.772011999040842
Info 13641[23:18:51.473] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13642[23:18:51.521] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 900 structureChanged: false structureIsReused:: Completely Elapsed: 47.94584000110626ms
Info 13643[23:18:51.521] Different program with same set of files
Info 13644[23:18:51.522] getCompletionData: Get current token: 0.032882001250982285
Info 13645[23:18:51.522] getCompletionData: Is inside comment: 0.006565999239683151
Info 13646[23:18:51.522] getCompletionData: Get previous token: 0.14129000157117844
Info 13647[23:18:51.522] getCompletionsAtPosition: isCompletionListBlocker: 0.007356002926826477
Info 13648[23:18:51.529] getExportInfoMap: cache hit
Info 13649[23:18:51.581] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 37 from cache
Info 13650[23:18:51.581] collectAutoImports: response is complete
Info 13651[23:18:51.581] collectAutoImports: 51.73533599823713
Info 13652[23:18:51.581] getCompletionData: Semantic work: 58.90097500011325
Info 13653[23:18:51.595] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.40608600154519
Info 13654[23:18:51.749] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13655[23:18:51.793] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 901 structureChanged: false structureIsReused:: Completely Elapsed: 43.76412199810147ms
Info 13656[23:18:51.793] Different program with same set of files
Info 13657[23:18:51.794] getCompletionData: Get current token: 0.016711998730897903
Info 13658[23:18:51.794] getCompletionData: Is inside comment: 0.0033229999244213104
Info 13659[23:18:51.794] getCompletionData: Get previous token: 0.08019400015473366
Info 13660[23:18:51.794] getCompletionsAtPosition: isCompletionListBlocker: 0.006106998771429062
Info 13661[23:18:51.800] getExportInfoMap: cache hit
Info 13662[23:18:51.833] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 8 from cache
Info 13663[23:18:51.833] collectAutoImports: response is complete
Info 13664[23:18:51.833] collectAutoImports: 32.14731599763036
Info 13665[23:18:51.833] getCompletionData: Semantic work: 38.7997559979558
Info 13666[23:18:51.842] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.984838001430035
Info 13667[23:18:51.857] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13668[23:18:51.905] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 902 structureChanged: false structureIsReused:: Completely Elapsed: 48.69278100132942ms
Info 13669[23:18:51.905] Different program with same set of files
Info 13670[23:18:51.906] getCompletionData: Get current token: 0.01641799882054329
Info 13671[23:18:51.906] getCompletionData: Is inside comment: 0.003180999308824539
Info 13672[23:18:51.906] getCompletionData: Get previous token: 0.07990999892354012
Info 13673[23:18:51.906] getCompletionsAtPosition: isCompletionListBlocker: 0.005163997411727905
Info 13674[23:18:51.909] getExportInfoMap: cache hit
Info 13675[23:18:51.929] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 5 from cache
Info 13676[23:18:51.929] collectAutoImports: response is complete
Info 13677[23:18:51.929] collectAutoImports: 20.335235998034477
Info 13678[23:18:51.929] getCompletionData: Semantic work: 22.82123799994588
Info 13679[23:18:51.939] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.287289001047611
Info 13680[23:18:52.162] getCompletionData: Get current token: 0.0530410036444664
Info 13681[23:18:52.162] getCompletionData: Is inside comment: 0.019684001803398132
Info 13682[23:18:52.162] getCompletionData: Get previous token: 0.119012001901865
Info 13683[23:18:52.162] getCompletionsAtPosition: isCompletionListBlocker: 0.005091000348329544
Info 13684[23:18:52.165] getCompletionData: Semantic work: 2.6300900019705296
Info 13685[23:18:52.671] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13686[23:18:52.763] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 903 structureChanged: false structureIsReused:: Completely Elapsed: 91.46388500183821ms
Info 13687[23:18:52.763] Different program with same set of files
Info 13688[23:18:52.779] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13689[23:18:52.821] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 904 structureChanged: false structureIsReused:: Completely Elapsed: 41.53404900059104ms
Info 13690[23:18:52.821] Different program with same set of files
Info 13691[23:18:53.768] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13692[23:18:53.826] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 905 structureChanged: false structureIsReused:: Completely Elapsed: 58.722697000950575ms
Info 13693[23:18:53.826] Different program with same set of files
Info 13694[23:18:54.511] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13695[23:18:54.577] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 906 structureChanged: false structureIsReused:: Completely Elapsed: 65.84845900163054ms
Info 13696[23:18:54.577] Different program with same set of files
Info 13697[23:18:54.850] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13698[23:18:54.887] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 907 structureChanged: false structureIsReused:: Completely Elapsed: 36.21477299928665ms
Info 13699[23:18:54.887] Different program with same set of files
Info 13700[23:18:56.479] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13701[23:18:56.561] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 908 structureChanged: false structureIsReused:: Completely Elapsed: 81.71392399817705ms
Info 13702[23:18:56.561] Different program with same set of files
Info 13703[23:18:56.823] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13704[23:18:56.860] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 909 structureChanged: false structureIsReused:: Completely Elapsed: 37.112468000501394ms
Info 13705[23:18:56.860] Different program with same set of files
Info 13706[23:18:57.144] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13707[23:18:57.196] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 910 structureChanged: false structureIsReused:: Completely Elapsed: 52.598200000822544ms
Info 13708[23:18:57.196] Different program with same set of files
Info 13709[23:19:00.567] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13710[23:19:00.655] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 911 structureChanged: false structureIsReused:: Completely Elapsed: 88.04460500180721ms
Info 13711[23:19:00.655] Different program with same set of files
Info 13712[23:19:00.674] getCompletionData: Get current token: 0.03913300111889839
Info 13713[23:19:00.674] getCompletionData: Is inside comment: 0.10052800178527832
Info 13714[23:19:00.674] getCompletionData: Get previous token: 0.1984569989144802
Info 13715[23:19:00.674] getCompletionsAtPosition: isCompletionListBlocker: 0.0070319995284080505
Info 13716[23:19:00.678] getExportInfoMap: cache hit
Info 13717[23:19:00.713] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 58 from cache
Info 13718[23:19:00.713] collectAutoImports: response is complete
Info 13719[23:19:00.713] collectAutoImports: 35.39243199676275
Info 13720[23:19:00.713] getCompletionData: Semantic work: 39.07361100241542
Info 13721[23:19:00.723] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.505552001297474
Info 13722[23:19:00.962] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13723[23:19:01.010] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 912 structureChanged: false structureIsReused:: Completely Elapsed: 48.64055499807ms
Info 13724[23:19:01.010] Different program with same set of files
Info 13725[23:19:01.011] getCompletionData: Get current token: 0.01796100288629532
Info 13726[23:19:01.011] getCompletionData: Is inside comment: 0.04661199823021889
Info 13727[23:19:01.011] getCompletionData: Get previous token: 0.07725699990987778
Info 13728[23:19:01.011] getCompletionsAtPosition: isCompletionListBlocker: 0.00572500005364418
Info 13729[23:19:01.014] getExportInfoMap: cache hit
Info 13730[23:19:01.043] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 37 from cache
Info 13731[23:19:01.043] collectAutoImports: response is complete
Info 13732[23:19:01.043] collectAutoImports: 29.0807670019567
Info 13733[23:19:01.043] getCompletionData: Semantic work: 31.999715000391006
Info 13734[23:19:01.054] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 9.823405999690294
Info 13735[23:19:01.072] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13736[23:19:01.114] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 913 structureChanged: false structureIsReused:: Completely Elapsed: 41.5214089974761ms
Info 13737[23:19:01.114] Different program with same set of files
Info 13738[23:19:01.114] getCompletionData: Get current token: 0.01735999807715416
Info 13739[23:19:01.114] getCompletionData: Is inside comment: 0.04421199858188629
Info 13740[23:19:01.115] getCompletionData: Get previous token: 0.07440400123596191
Info 13741[23:19:01.115] getCompletionsAtPosition: isCompletionListBlocker: 0.005132999271154404
Info 13742[23:19:01.117] getExportInfoMap: cache hit
Info 13743[23:19:01.140] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 8 from cache
Info 13744[23:19:01.140] collectAutoImports: response is complete
Info 13745[23:19:01.140] collectAutoImports: 22.786040000617504
Info 13746[23:19:01.140] getCompletionData: Semantic work: 25.385911002755165
Info 13747[23:19:01.152] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 11.552949998527765
Info 13748[23:19:01.166] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13749[23:19:01.208] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 914 structureChanged: false structureIsReused:: Completely Elapsed: 42.13702999800444ms
Info 13750[23:19:01.208] Different program with same set of files
Info 13751[23:19:01.209] getCompletionData: Get current token: 0.017767999321222305
Info 13752[23:19:01.209] getCompletionData: Is inside comment: 0.0436910018324852
Info 13753[23:19:01.209] getCompletionData: Get previous token: 0.07433100044727325
Info 13754[23:19:01.209] getCompletionsAtPosition: isCompletionListBlocker: 0.005139000713825226
Info 13755[23:19:01.211] getExportInfoMap: cache hit
Info 13756[23:19:01.231] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 5 from cache
Info 13757[23:19:01.231] collectAutoImports: response is complete
Info 13758[23:19:01.231] collectAutoImports: 19.691131997853518
Info 13759[23:19:01.231] getCompletionData: Semantic work: 22.247336998581886
Info 13760[23:19:01.241] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.819194998592138
Info 13761[23:19:01.537] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13762[23:19:01.592] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 915 structureChanged: false structureIsReused:: Completely Elapsed: 54.807011999189854ms
Info 13763[23:19:01.592] Different program with same set of files
Info 13764[23:19:01.765] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13765[23:19:01.808] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 916 structureChanged: false structureIsReused:: Completely Elapsed: 43.18072399869561ms
Info 13766[23:19:01.808] Different program with same set of files
Info 13767[23:19:01.956] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13768[23:19:01.996] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 917 structureChanged: false structureIsReused:: Completely Elapsed: 39.16056600213051ms
Info 13769[23:19:01.996] Different program with same set of files
Info 13770[23:19:02.017] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13771[23:19:02.059] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 918 structureChanged: false structureIsReused:: Completely Elapsed: 42.208419002592564ms
Info 13772[23:19:02.059] Different program with same set of files
Info 13773[23:19:05.926] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13774[23:19:05.981] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 919 structureChanged: false structureIsReused:: Completely Elapsed: 55.34749799966812ms
Info 13775[23:19:05.981] Different program with same set of files
Info 13776[23:19:05.983] getCompletionData: Get current token: 0.01928199827671051
Info 13777[23:19:05.983] getCompletionData: Is inside comment: 0.00404299795627594
Info 13778[23:19:05.983] getCompletionData: Get previous token: 0.04145599901676178
Info 13779[23:19:05.983] getCompletionsAtPosition: isCompletionListBlocker: 0.004598002880811691
Info 13780[23:19:05.986] getExportInfoMap: cache hit
Info 13781[23:19:06.068] collectAutoImports: resolved 4 module specifiers, plus 0 ambient and -145 from cache
Info 13782[23:19:06.068] collectAutoImports: response is complete
Info 13783[23:19:06.068] collectAutoImports: 81.68173199892044
Info 13784[23:19:06.068] getCompletionData: Semantic work: 84.67634699866176
Info 13785[23:19:06.092] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 13.541418999433517
Info 13786[23:19:07.423] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13787[23:19:07.503] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 920 structureChanged: false structureIsReused:: Completely Elapsed: 79.98149700090289ms
Info 13788[23:19:07.503] Different program with same set of files
Info 13789[23:19:13.391] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13790[23:19:13.481] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 921 structureChanged: false structureIsReused:: Completely Elapsed: 89.63185100257397ms
Info 13791[23:19:13.481] Different program with same set of files
Info 13792[23:19:13.482] getCompletionData: Get current token: 0.0367170013487339
Info 13793[23:19:13.482] getCompletionData: Is inside comment: 0.08028699830174446
Info 13794[23:19:13.482] getCompletionData: Get previous token: 0.06000099703669548
Info 13795[23:19:13.483] getCompletionsAtPosition: isCompletionListBlocker: 0.02086300030350685
Info 13796[23:19:13.506] getCompletionData: Semantic work: 23.309326998889446
Info 13797[23:19:13.506] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 0.14871500059962273
Info 13798[23:19:13.934] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13799[23:19:13.982] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 922 structureChanged: false structureIsReused:: Completely Elapsed: 48.10333799943328ms
Info 13800[23:19:13.982] Different program with same set of files
Info 13801[23:19:19.717] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13802[23:19:19.789] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 923 structureChanged: false structureIsReused:: Completely Elapsed: 71.80146700143814ms
Info 13803[23:19:19.789] Different program with same set of files
Info 13804[23:19:20.936] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13805[23:19:21.028] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 924 structureChanged: false structureIsReused:: Completely Elapsed: 92.30582600086927ms
Info 13806[23:19:21.028] Different program with same set of files
Info 13807[23:19:21.029] getCompletionData: Get current token: 0.012313999235630035
Info 13808[23:19:21.029] getCompletionData: Is inside comment: 0.025093000382184982
Info 13809[23:19:21.029] getCompletionData: Get previous token: 0.03240000084042549
Info 13810[23:19:21.029] getCompletionsAtPosition: isCompletionListBlocker: 0.019349999725818634
Info 13811[23:19:21.033] getExportInfoMap: cache hit
Info 13812[23:19:21.089] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 45 from cache
Info 13813[23:19:21.089] collectAutoImports: response is complete
Info 13814[23:19:21.089] collectAutoImports: 56.53431400284171
Info 13815[23:19:21.089] getCompletionData: Semantic work: 60.33668199926615
Info 13816[23:19:21.107] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 17.975604001432657
Info 13817[23:19:21.114] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13818[23:19:21.163] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 925 structureChanged: false structureIsReused:: Completely Elapsed: 49.35842800140381ms
Info 13819[23:19:21.163] Different program with same set of files
Info 13820[23:19:21.164] getCompletionData: Get current token: 0.007468000054359436
Info 13821[23:19:21.164] getCompletionData: Is inside comment: 0.01254899799823761
Info 13822[23:19:21.164] getCompletionData: Get previous token: 0.021403998136520386
Info 13823[23:19:21.164] getCompletionsAtPosition: isCompletionListBlocker: 0.013663001358509064
Info 13824[23:19:21.166] getExportInfoMap: cache hit
Info 13825[23:19:21.187] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 45 from cache
Info 13826[23:19:21.187] collectAutoImports: response is complete
Info 13827[23:19:21.187] collectAutoImports: 20.577339000999928
Info 13828[23:19:21.187] getCompletionData: Semantic work: 22.82293800264597
Info 13829[23:19:21.196] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.969625998288393
Info 13830[23:19:21.316] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13831[23:19:21.365] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 926 structureChanged: false structureIsReused:: Completely Elapsed: 49.710305999964476ms
Info 13832[23:19:21.365] Different program with same set of files
Info 13833[23:19:21.366] getCompletionData: Get current token: 0.0070590004324913025
Info 13834[23:19:21.366] getCompletionData: Is inside comment: 0.013194996863603592
Info 13835[23:19:21.366] getCompletionData: Get previous token: 0.014437999576330185
Info 13836[23:19:21.366] getCompletionsAtPosition: isCompletionListBlocker: 0.013188999146223068
Info 13837[23:19:21.368] getExportInfoMap: cache hit
Info 13838[23:19:21.389] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 4 from cache
Info 13839[23:19:21.389] collectAutoImports: response is complete
Info 13840[23:19:21.389] collectAutoImports: 20.6502099968493
Info 13841[23:19:21.389] getCompletionData: Semantic work: 22.98828300088644
Info 13842[23:19:21.398] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.986183997243643
Info 13843[23:19:21.401] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13844[23:19:21.440] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 927 structureChanged: false structureIsReused:: Completely Elapsed: 39.178298998624086ms
Info 13845[23:19:21.440] Different program with same set of files
Info 13846[23:19:21.441] getCompletionData: Get current token: 0.006900999695062637
Info 13847[23:19:21.441] getCompletionData: Is inside comment: 0.01315699890255928
Info 13848[23:19:21.441] getCompletionData: Get previous token: 0.01428699865937233
Info 13849[23:19:21.441] getCompletionsAtPosition: isCompletionListBlocker: 0.013176999986171722
Info 13850[23:19:21.443] getExportInfoMap: cache hit
Info 13851[23:19:21.464] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 2 from cache
Info 13852[23:19:21.464] collectAutoImports: response is complete
Info 13853[23:19:21.464] collectAutoImports: 20.814095001667738
Info 13854[23:19:21.464] getCompletionData: Semantic work: 23.120773997157812
Info 13855[23:19:21.472] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.275749001652002
Info 13856[23:19:21.505] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13857[23:19:21.543] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 928 structureChanged: false structureIsReused:: Completely Elapsed: 38.52299499884248ms
Info 13858[23:19:21.544] Different program with same set of files
Info 13859[23:19:21.544] getCompletionData: Get current token: 0.011229999363422394
Info 13860[23:19:21.544] getCompletionData: Is inside comment: 0.014185000211000443
Info 13861[23:19:21.544] getCompletionData: Get previous token: 0.014925003051757812
Info 13862[23:19:21.544] getCompletionsAtPosition: isCompletionListBlocker: 0.024552997201681137
Info 13863[23:19:21.546] getExportInfoMap: cache hit
Info 13864[23:19:21.565] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 0 from cache
Info 13865[23:19:21.565] collectAutoImports: response is complete
Info 13866[23:19:21.565] collectAutoImports: 18.68826799839735
Info 13867[23:19:21.565] getCompletionData: Semantic work: 20.966412000358105
Info 13868[23:19:21.574] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 8.579589001834393
Info 13869[23:19:21.587] getCompletionData: Get current token: 0.11398499831557274
Info 13870[23:19:21.587] getCompletionData: Is inside comment: 0.017893999814987183
Info 13871[23:19:21.587] getCompletionData: Get previous token: 0.07456599920988083
Info 13872[23:19:21.587] getCompletionsAtPosition: isCompletionListBlocker: 0.005630001425743103
Info 13873[23:19:21.587] Returning an empty list because completion was requested in an invalid position.
Info 13874[23:19:21.750] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13875[23:19:21.799] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 929 structureChanged: false structureIsReused:: Completely Elapsed: 48.91794599965215ms
Info 13876[23:19:21.799] Different program with same set of files
Info 13877[23:19:21.800] getCompletionData: Get current token: 0.010000001639127731
Info 13878[23:19:21.800] getCompletionData: Is inside comment: 0.020837001502513885
Info 13879[23:19:21.800] getCompletionData: Get previous token: 0.026266001164913177
Info 13880[23:19:21.800] getCompletionsAtPosition: isCompletionListBlocker: 0.016283001750707626
Info 13881[23:19:21.805] getExportInfoMap: cache hit
Info 13882[23:19:21.881] collectAutoImports: resolved 0 module specifiers, plus 0 ambient and 245 from cache
Info 13883[23:19:21.881] collectAutoImports: response is complete
Info 13884[23:19:21.881] collectAutoImports: 76.70476799830794
Info 13885[23:19:21.881] getCompletionData: Semantic work: 81.62955000251532
Info 13886[23:19:21.892] getCompletionsAtPosition: getCompletionEntriesFromSymbols: 10.363380998373032
Info 13887[23:19:22.034] Starting updateGraphWorker: Project: /dev/null/inferredProject1*
Info 13888[23:19:22.074] Finishing updateGraphWorker: Project: /dev/null/inferredProject1* Version: 930 structureChanged: false structureIsReused:: Completely Elapsed: 39.53414599969983ms
Info 13889[23:19:22.074] Different program with same set of files
Info 13890[23:19:22.074] getCompletionData: Get current token: 0.008822999894618988
Info 13891[23:19:22.074] getCompletionData: Is inside comment: 0.012836001813411713
Info 13892[23:19:22.074] getCompletionData: Get previous token: 0.015128999948501587
Info 13893[23:19:22.075] getExportInfoMap: cache hit
